Cluster Number,Max Value,Num Voxels,Percentage of Voxel,MNI Coordinates,Region Name,ROI_Idx,ROI_name,Conectivity
8,-10.0,1,0.591715976331361, 3 63 3,A14m_R,153,A31_L,-1
9,-10.0,1,0.4048582995951417, 3 63 12,A10m_R,153,A31_L,-1
10,-10.0,2,0.6269592476489029, -3 54 3,A10m_L,153,A31_L,-1
11,-11.0,7,4.929577464788732, -33 18 -24,A12/47o_L,153,A31_L,-1
11,-11.0,5,2.2831050228310503, -39 21 -24,A38m_L,153,A31_L,-1
11,-11.0,3,2.027027027027027, -39 18 -21,A38l_L,153,A31_L,-1
12,-10.0,1,0.704225352112676, -42 24 -18,A12/47o_L,153,A31_L,-1
13,-11.0,52,22.90748898678414, -54 0 -27,A21r_L,153,A31_L,-1
13,-11.0,10,3.816793893129771, -60 -9 -18,aSTS_L,153,A31_L,-1
14,-10.0,1,0.5524861878453039, -51 12 -24,A22r_L,153,A31_L,-1
15,-11.0,1,0.6172839506172839, -57 -36 -9,A21c_L,153,A31_L,-1
16,-11.0,1,0.6172839506172839, -60 -39 -6,A21c_L,153,A31_L,-1
17,-11.0,3,1.8518518518518519, -66 -39 -3,A21c_L,153,A31_L,-1
1,-10.0,3,2.0547945205479454, 60 -3 42,A4hf_R,155,A1/2/3ulhf_L,-1
1,-11.0,4,1.4981273408239701, 63 -6 39,A1/2/3ulhf_R,155,A1/2/3ulhf_L,-1
1,-10.0,1,0.2604166666666667, 63 -21 30,A40rv_R,157,A1/2/3tonIa_L,-1
2,-10.0,3,3.4482758620689653, -39 -3 -3,dIg_L,157,A1/2/3tonIa_L,-1
3,-10.0,1,1.1494252873563218, -42 -6 0,dIg_L,157,A1/2/3tonIa_L,-1
1,-10.0,2,1.25, -3 -27 69,A4ll_L,161,A1/2/3tru_L,-1
1,-10.0,5,3.225806451612903, 3 -27 69,A4ll_R,161,A1/2/3tru_L,-1
2,-11.0,5,4.9504950495049505, -3 -36 54,A1/2/3ll_L,161,A1/2/3tru_L,-1
2,-10.0,1,0.7352941176470589, 0 -33 57,A1/2/3ll_R,161,A1/2/3tru_L,-1
2,-12.0,1,0.625, -3 -33 57,A4ll_L,161,A1/2/3tru_L,-1
3,-11.0,2,0.7434944237918215, -51 -12 45,A4hf_L,161,A1/2/3tru_L,-1
3,-11.0,2,0.7220216606498195, -54 -12 48,A1/2/3ulhf_L,161,A1/2/3tru_L,-1
1,-10.0,2,0.7434944237918215, -51 -12 45,A4hf_L,162,A1/2/3tru_R,-1
1,-10.0,7,2.527075812274368, -51 -15 51,A1/2/3ulhf_L,162,A1/2/3tru_R,-1
1,-10.0,1,1.2987012987012987, 33 -24 9,G_R,178,A24rv_R,-1
2,-12.0,2,1.0362694300518134, 33 18 -33,A38m_R,178,A24rv_R,-1
3,-10.0,1,0.546448087431694, 24 -30 57,A1/2/3tru_R,178,A24rv_R,-1
4,-10.0,2,1.8691588785046729, 3 -27 39,A23d_R,178,A24rv_R,-1
4,-10.0,1,0.5747126436781609, 0 -27 42,A23c_L,178,A24rv_R,-1
4,-10.0,10,7.407407407407407, 6 -30 42,A23c_R,178,A24rv_R,-1
5,-10.0,5,2.1367521367521367, -3 -54 -42,Left IX,178,A24rv_R,-1
5,-10.0,1,2.0833333333333335, -3 -54 -39,Vermis IX,178,A24rv_R,-1
1,-11.0,3,0.9966777408637874, 60 6 -24,A21r_R,179,A32p_L,-1
2,-10.0,13,3.2338308457711444, 54 -57 21,A39rv_R,179,A32p_L,-1
3,-10.0,4,2.0725388601036268, 30 18 -36,A38m_R,179,A32p_L,-1
4,-10.0,1,2.127659574468085, 21 -18 -30,A35/36c_R,179,A32p_L,-1
5,-10.0,2,1.8691588785046729, 3 -27 39,A23d_R,179,A32p_L,-1
5,-11.0,3,1.7241379310344827, 0 -27 42,A23c_L,179,A32p_L,-1
5,-10.0,2,1.4814814814814814, 3 -30 42,A23c_R,179,A32p_L,-1
6,-13.0,9,3.8461538461538463, -6 -57 -39,Left IX,179,A32p_L,-1
6,-11.0,5,10.416666666666666, -3 -57 -39,Vermis IX,179,A32p_L,-1
7,-10.0,1,1.7857142857142858, -9 -15 6,mPFtha_L,179,A32p_L,-1
7,-11.0,1,0.9090909090909091, -9 -15 3,lPFtha_L,179,A32p_L,-1
8,-10.0,2,0.30120481927710846, -33 -42 -27,Left VI,179,A32p_L,-1
1,-10.0,1,0.5208333333333334, 66 -9 -21,A21c_R,181,A23v_L,-1
2,-10.0,1,0.5, 3 60 -15,A11m_R,181,A23v_L,-1
3,-10.0,1,0.4048582995951417, 3 60 12,A10m_R,181,A23v_L,-1
4,-11.0,21,9.251101321585903, -54 0 -27,A21r_L,181,A23v_L,-1
4,-11.0,4,1.5267175572519085, -54 -3 -21,aSTS_L,181,A23v_L,-1
1,-10.0,4,1.7857142857142858, 9 27 -18,A13_R,182,A23v_R,-1
2,-10.0,2,2.5, 6 -54 9,A23v_R,182,A23v_R,-1
3,-10.0,1,0.591715976331361, 6 42 -15,A14m_R,182,A23v_R,-1
4,-10.0,31,18.902439024390244, -3 45 -15,A14m_L,182,A23v_R,-1
4,-10.0,2,1.183431952662722, 3 57 -9,A14m_R,182,A23v_R,-1
4,-10.0,21,11.731843575418994, -3 54 -21,A11m_L,182,A23v_R,-1
4,-10.0,22,11.0, 3 54 -18,A11m_R,182,A23v_R,-1
4,-10.0,5,1.838235294117647, -6 36 -15,A13_L,182,A23v_R,-1
4,-10.0,13,6.25, -3 36 -9,A32sg_L,182,A23v_R,-1
5,-10.0,1,0.4048582995951417, 3 60 12,A10m_R,182,A23v_R,-1
6,-10.0,1,0.42016806722689076, 0 -69 27,A31_L,182,A23v_R,-1
1,-10.0,2,1.0362694300518134, 36 21 -39,A38m_R,185,A23c_L,-1
1,-10.0,4,1.3289036544850499, 42 21 -42,A21r_R,185,A23c_L,-1
2,-10.0,1,0.5181347150259067, 39 24 -36,A38m_R,185,A23c_L,-1
3,-10.0,4,4.545454545454546, 21 0 -3,vmPu_R,185,A23c_L,-1
4,-11.0,2,3.8461538461538463, -15 -3 -15,mAmyg_L,185,A23c_L,-1
5,-10.0,1,0.44052863436123346, -54 0 -24,A21r_L,185,A23c_L,-1
1,-10.0,1,0.5181347150259067, 39 15 -30,A38m_R,186,A23c_R,-1
1,-10.0,1,0.5154639175257731, 42 15 -30,A38l_R,186,A23c_R,-1
1,-10.0,1,0.33222591362126247, 42 15 -33,A21r_R,186,A23c_R,-1
2,-10.0,2,1.0309278350515463, 36 12 -21,A38l_R,186,A23c_R,-1
3,-11.0,1,1.8518518518518519, 33 15 -18,vIa_R,186,A23c_R,-1
4,-11.0,1,1.8518518518518519, 27 9 -18,vIa_R,186,A23c_R,-1
5,-11.0,2,0.8928571428571429, 27 12 -21,A13_R,186,A23c_R,-1
6,-10.0,3,3.409090909090909, 24 3 -3,vmPu_R,186,A23c_R,-1
7,-10.0,3,8.108108108108109, 18 -6 -30,A28/34_R,186,A23c_R,-1
7,-10.0,4,2.7210884353741496, 21 -3 -30,rHipp_R,186,A23c_R,-1
8,-10.0,1,1.1363636363636365, 21 0 3,vmPu_R,186,A23c_R,-1
9,-12.0,15,8.875739644970414, 12 42 -3,A14m_R,186,A23c_R,-1
9,-11.0,5,5.319148936170213, 6 36 3,A24rv_R,186,A23c_R,-1
9,-10.0,3,1.4423076923076923, 0 36 3,A32sg_L,186,A23c_R,-1
9,-11.0,22,20.37037037037037, 9 39 -3,A32sg_R,186,A23c_R,-1
10,-11.0,4,3.2, 12 12 -9,NAC_R,186,A23c_R,-1
11,-11.0,1,1.0638297872340425, 6 27 15,A24rv_R,186,A23c_R,-1
12,-10.0,2,2.127659574468085, 6 30 12,A24rv_R,186,A23c_R,-1
13,-10.0,1,0.44642857142857145, 3 12 -12,A13_R,186,A23c_R,-1
14,-11.0,1,1.0638297872340425, 3 33 9,A24rv_R,186,A23c_R,-1
15,-10.0,2,0.7352941176470589, 0 12 -9,A13_L,186,A23c_R,-1
16,-12.0,7,2.573529411764706, -9 30 -15,A13_L,186,A23c_R,-1
16,-11.0,6,2.8846153846153846, -6 33 -12,A32sg_L,186,A23c_R,-1
17,-10.0,1,0.7352941176470589, -9 9 -6,vCa_L,186,A23c_R,-1
18,-10.0,1,0.36764705882352944, -9 12 -15,A13_L,186,A23c_R,-1
19,-10.0,4,2.9411764705882355, -12 15 -6,vCa_L,186,A23c_R,-1
19,-10.0,6,6.122448979591836, -12 15 -9,NAC_L,186,A23c_R,-1
20,-11.0,4,2.4390243902439024, -12 48 -6,A14m_L,186,A23c_R,-1
20,-10.0,3,1.4423076923076923, -9 45 -6,A32sg_L,186,A23c_R,-1
21,-10.0,6,2.2058823529411766, -15 0 -12,A13_L,186,A23c_R,-1
21,-11.0,5,5.1020408163265305, -15 6 -12,NAC_L,186,A23c_R,-1
22,-10.0,2,1.2195121951219512, -12 42 -9,A14m_L,186,A23c_R,-1
1,-15.0,64,15.92039800995025, 57 -60 27,A39rv_R,187,A32sg_L,-1
2,-11.0,4,2.0725388601036268, 33 18 -33,A38m_R,187,A32sg_L,-1
3,-10.0,10,3.861003861003861, -6 -60 15,dmPOS_L,187,A32sg_L,-1
3,-13.0,11,3.4375, 9 -57 18,dmPOS_R,187,A32sg_L,-1
3,-15.0,16,6.722689075630252, 0 -60 15,A31_L,187,A32sg_L,-1
3,-15.0,45,17.374517374517374, 3 -57 21,A31_R,187,A32sg_L,-1
3,-13.0,9,5.882352941176471, 0 -54 24,A23d_L,187,A32sg_L,-1
3,-15.0,6,5.607476635514018, 6 -48 24,A23d_R,187,A32sg_L,-1
3,-15.0,8,10.0, 6 -48 18,A23v_R,187,A32sg_L,-1
3,-13.0,2,0.8968609865470852, 0 -63 12,rCunG_R,187,A32sg_L,-1
3,-13.0,13,4.180064308681672, 3 -63 15,vmPOS_R,187,A32sg_L,-1
4,-10.0,1,0.3125, 12 -54 21,dmPOS_R,187,A32sg_L,-1
5,-11.0,1,0.3125, 12 -51 18,dmPOS_R,187,A32sg_L,-1
6,-11.0,7,4.57516339869281, 0 -27 36,A23d_L,187,A32sg_L,-1
6,-11.0,14,13.08411214953271, 6 -30 36,A23d_R,187,A32sg_L,-1
6,-15.0,25,14.367816091954023, 0 -24 39,A23c_L,187,A32sg_L,-1
6,-13.0,31,22.962962962962962, 6 -24 39,A23c_R,187,A32sg_L,-1
7,-10.0,3,1.2820512820512822, -3 -57 -51,Left IX,187,A32sg_L,-1
1,-10.0,2,1.0416666666666667, 63 -42 -3,A21c_R,197,vmPOS_L,-1
1,-10.0,1,0.4291845493562232, 63 -42 0,A37dl_R,197,vmPOS_L,-1
1,-10.0,2,2.0, 60 -42 0,rpSTS_R,197,vmPOS_L,-1
2,-10.0,2,2.0, 54 -39 0,rpSTS_R,197,vmPOS_L,-1
3,-10.0,5,1.6611295681063123, 42 15 -39,A21r_R,197,vmPOS_L,-1
4,-10.0,1,0.33444816053511706, 36 -6 -36,A20rv_R,197,vmPOS_L,-1
5,-10.0,1,0.33444816053511706, 30 -39 -12,A20rv_R,197,vmPOS_L,-1
5,-10.0,1,2.857142857142857, 30 -39 -9,TH_R,197,vmPOS_L,-1
5,-10.0,1,0.49504950495049505, 30 -42 -9,rLinG_R,197,vmPOS_L,-1
6,-10.0,7,3.5, 6 63 -15,A11m_R,197,vmPOS_L,-1
7,-10.0,6,3.35195530726257, -3 54 -21,A11m_L,197,vmPOS_L,-1
8,-10.0,6,2.73972602739726, -30 15 -36,A38m_L,197,vmPOS_L,-1
9,-10.0,4,2.816901408450704, -33 15 -24,A12/47o_L,197,vmPOS_L,-1
9,-10.0,2,0.91324200913242, -36 12 -24,A38m_L,197,vmPOS_L,-1
9,-11.0,1,0.6756756756756757, -36 15 -21,A38l_L,197,vmPOS_L,-1
10,-10.0,1,0.44052863436123346, -51 0 -30,A21r_L,197,vmPOS_L,-1
1,-10.0,2,0.6688963210702341, 33 -39 -15,A20rv_R,198,vmPOS_R,-1
2,-10.0,1,0.33444816053511706, 30 -39 -12,A20rv_R,198,vmPOS_R,-1
1,-11.0,3,1.3888888888888888, 48 -48 -18,A37lv_R,209,lsOccG_L,-1
1,-14.0,40,53.333333333333336, 54 -51 -18,A37elv_R,210,lsOccG_R,-1
1,-11.0,17,15.596330275229358, 57 -54 -12,A37vl_R,210,lsOccG_R,-1
1,-11.0,16,15.841584158415841, 57 -48 -15,A20cl_R,210,lsOccG_R,-1
1,-12.0,5,2.8735632183908044, 54 -42 -18,A20cv_R,210,lsOccG_R,-1
1,-14.0,52,24.074074074074073, 48 -54 -18,A37lv_R,210,lsOccG_R,-1
1,-11.0,8,0.7655502392344498, 45 -57 -24,Right Crus I,210,lsOccG_R,-1
2,-10.0,1,0.9900990099009901, 51 -45 -9,A20cl_R,210,lsOccG_R,-1
3,-11.0,3,1.948051948051948, 21 -72 54,A7c_R,210,lsOccG_R,-1
4,-13.0,3,3.0927835051546393, -51 -60 -18,A37elv_L,210,lsOccG_R,-1
4,-13.0,12,4.878048780487805, -45 -57 -18,A37lv_L,210,lsOccG_R,-1
5,-11.0,1,0.4065040650406504, -45 -51 -12,A37lv_L,210,lsOccG_R,-1
1,-10.0,3,0.9493670886075949, -9 -57 -63,Left VIIIb,222,GP_R,-1
2,-10.0,1,0.29239766081871343, -12 -57 -27,Left V,222,GP_R,-1
2,-12.0,31,4.668674698795181, -18 -63 -30,Left VI,222,GP_R,-1
1,-10.0,1,0.3003003003003003, 51 -48 33,A40c_R,226,vmPu_R,-1
2,-10.0,1,1.0526315789473684, 45 15 24,A44d_R,226,vmPu_R,-1
3,-10.0,1,1.694915254237288, 12 -18 3,mPMtha_R,226,vmPu_R,-1
3,-10.0,2,3.5714285714285716, 12 -21 3,Stha_R,226,vmPu_R,-1
3,-10.0,1,1.3888888888888888, 12 -18 6,lPFtha_R,226,vmPu_R,-1
4,-10.0,2,0.8298755186721992, 12 21 30,A9m_R,226,vmPu_R,-1
4,-11.0,17,15.454545454545455, 6 18 33,A32p_R,226,vmPu_R,-1
5,-10.0,1,0.7352941176470589, 9 -36 48,A1/2/3ll_R,226,vmPu_R,-1
5,-11.0,3,1.9607843137254901, -3 -33 42,A23d_L,226,vmPu_R,-1
5,-10.0,3,2.803738317757009, 3 -33 42,A23d_R,226,vmPu_R,-1
5,-11.0,28,16.091954022988507, -6 -33 42,A23c_L,226,vmPu_R,-1
5,-11.0,16,11.851851851851851, 6 -36 45,A23c_R,226,vmPu_R,-1
6,-10.0,1,0.9345794392523364, 3 -33 24,A23d_R,226,vmPu_R,-1
7,-10.0,1,0.8695652173913043, 0 -3 39,A24cd_L,226,vmPu_R,-1
8,-10.0,1,0.29239766081871343, -6 -60 -24,Left V,226,vmPu_R,-1
8,-11.0,1,0.15060240963855423, -6 -60 -27,Left VI,226,vmPu_R,-1
8,-11.0,1,0.7142857142857143, -3 -60 -27,Vermis VI,226,vmPu_R,-1
9,-11.0,9,1.355421686746988, -15 -60 -27,Left VI,226,vmPu_R,-1
10,-10.0,1,0.42735042735042733, -15 -54 -39,Left IX,226,vmPu_R,-1
11,-12.0,1,0.15060240963855423, -21 -63 -33,Left VI,226,vmPu_R,-1
12,-11.0,1,1.0204081632653061, -30 -18 -3,NAC_L,226,vmPu_R,-1
12,-11.0,3,1.8072289156626506, -27 -18 0,dlPu_L,226,vmPu_R,-1
1,-10.0,1,0.28735632183908044, 36 -60 -54,Right VIIb,242,Otha_R,-1
2,-10.0,1,0.7575757575757576, 33 39 -6,A12/47o_R,242,Otha_R,-1
3,-10.0,2,0.6211180124223602, 15 -39 -51,Right VIIIb,242,Otha_R,-1
4,-10.0,4,3.2, 12 6 -12,NAC_R,242,Otha_R,-1
5,-10.0,3,3.1914893617021276, 6 15 0,vCa_R,242,Otha_R,-1
6,-10.0,1,1.694915254237288, 3 -9 -6,mPMtha_R,242,Otha_R,-1
7,-10.0,2,4.3478260869565215, 3 -6 -3,rTtha_R,242,Otha_R,-1
8,-10.0,1,0.42735042735042733, -3 -48 -48,Left IX,242,Otha_R,-1
9,-10.0,1,0.36764705882352944, -15 0 -12,A13_L,242,Otha_R,-1
9,-10.0,2,2.0408163265306123, -12 0 -9,NAC_L,242,Otha_R,-1
1,6.0,9,2.848101265822785, 42 -45 48,A40rd_R,3,A8dl_L,1
1,6.0,13,3.903903903903904, 48 -45 51,A40c_R,3,A8dl_L,1
2,6.0,4,1.8433179723502304, 51 0 36,A6cvl_R,3,A8dl_L,1
3,6.0,1,0.33444816053511706, 36 -30 -30,A20rv_R,3,A8dl_L,1
4,6.0,1,0.28653295128939826, -12 -72 -48,Left VIIb,3,A8dl_L,1
5,6.0,11,3.4375, -18 -66 -60,Left VIIIa,3,A8dl_L,1
1,6.0,4,1.0416666666666667, 57 -36 36,A40rv_R,4,A8dl_R,1
2,6.0,1,0.4608294930875576, 51 0 36,A6cvl_R,4,A8dl_R,1
3,6.0,2,0.6514657980456026, -54 -36 36,A40rd_L,4,A8dl_R,1
3,8.0,2,0.6309148264984227, -54 -39 36,A40c_L,4,A8dl_R,1
3,7.0,2,0.6042296072507553, -51 -39 33,A40rv_L,4,A8dl_R,1
1,6.0,2,1.4598540145985401, -36 -42 51,A5l_L,12,A9m_R,1
1,6.0,1,0.36764705882352944, 21 -90 -6,iOccG_R,13,A10m_L,1
1,6.0,1,0.4048582995951417, 48 -72 -12,V5/MT+_R,14,A10m_R,1
1,7.0,3,1.1029411764705883, 45 -75 -15,iOccG_R,14,A10m_R,1
2,6.0,4,1.6194331983805668, 42 -63 -3,V5/MT+_R,14,A10m_R,1
3,6.0,4,1.6194331983805668, 39 -66 -3,V5/MT+_R,14,A10m_R,1
4,11.0,20,7.246376811594203, 36 42 12,A9/46v_R,14,A10m_R,1
4,6.0,2,2.1739130434782608, 39 36 12,IFS_R,14,A10m_R,1
5,6.0,4,1.4705882352941178, 24 -90 -9,iOccG_R,14,A10m_R,1
6,9.0,1,0.4854368932038835, 18 24 9,dCa_R,14,A10m_R,1
7,6.0,1,0.30959752321981426, 15 60 9,A10l_R,14,A10m_R,1
8,7.0,1,0.15060240963855423, -6 -69 -21,Left VI,14,A10m_R,1
8,7.0,1,0.7142857142857143, -3 -69 -21,Vermis VI,14,A10m_R,1
9,6.0,5,1.4326647564469914, -9 -72 -48,Left VIIb,14,A10m_R,1
10,6.0,1,0.28653295128939826, -12 -72 -54,Left VIIb,14,A10m_R,1
11,6.0,1,0.28653295128939826, -18 -72 -48,Left VIIb,14,A10m_R,1
12,7.0,1,0.6329113924050633, -18 24 9,dCa_L,14,A10m_R,1
13,9.0,2,1.4598540145985401, -30 -48 36,A5l_L,14,A10m_R,1
13,8.0,1,0.4032258064516129, -36 -48 36,A39rd_L,14,A10m_R,1
14,7.0,5,1.5625, -33 -45 -54,Left VIIIa,14,A10m_R,1
15,8.0,2,1.4388489208633093, -30 33 6,A44op_L,14,A10m_R,1
15,7.0,1,0.5847953216374269, -30 33 3,A12/47l_L,14,A10m_R,1
16,10.0,30,9.584664536741213, -39 42 9,A9/46v_L,14,A10m_R,1
16,7.0,3,2.6785714285714284, -42 39 9,IFS_L,14,A10m_R,1
1,8.0,1,0.45045045045045046, 21 12 45,A8dl_R,18,IFJ_R,1
1,10.0,7,3.626943005181347, 21 -84 27,msOccG_R,42,A14m_R,1
2,6.0,1,1.0416666666666667, 18 -39 -42,Right X,42,A14m_R,1
3,7.0,1,1.0416666666666667, 15 -36 -42,Right X,42,A14m_R,1
4,6.0,1,0.5319148936170213, -21 -81 18,msOccG_L,42,A14m_R,1
4,6.0,4,2.380952380952381, -24 -84 15,lsOccG_L,42,A14m_R,1
1,7.0,2,0.7246376811594203, 48 51 3,A9/46v_R,43,A12/47o_L,1
2,6.0,1,0.5952380952380952, 36 18 9,A44op_R,43,A12/47o_L,1
2,6.0,13,22.413793103448278, 36 18 6,dIa_R,43,A12/47o_L,1
3,6.0,2,0.6688963210702341, 24 -6 -45,A20rv_R,43,A12/47o_L,1
4,6.0,2,0.7380073800738007, -33 39 -15,A11l_L,43,A12/47o_L,1
1,6.0,2,2.6666666666666665, 54 -45 -18,A37elv_R,47,A11m_L,1
1,8.0,1,0.9900990099009901, 51 -42 -15,A20cl_R,47,A11m_L,1
1,8.0,1,0.5747126436781609, 51 -42 -18,A20cv_R,47,A11m_L,1
2,8.0,3,0.9493670886075949, -27 -39 -57,Left VIIIb,47,A11m_L,1
3,10.0,1,0.1303780964797914, -45 -39 -48,Left Crus II,47,A11m_L,1
1,7.0,2,2.6666666666666665, 54 -45 -18,A37elv_R,48,A11m_R,1
1,11.0,1,0.9900990099009901, 51 -42 -15,A20cl_R,48,A11m_R,1
1,9.0,5,2.8735632183908044, 51 -42 -18,A20cv_R,48,A11m_R,1
1,9.0,12,5.555555555555555, 48 -42 -18,A37lv_R,48,A11m_R,1
2,6.0,1,0.09569377990430622, 51 -42 -33,Right Crus I,48,A11m_R,1
3,6.0,1,0.09569377990430622, 48 -45 -33,Right Crus I,48,A11m_R,1
4,7.0,1,0.09569377990430622, 48 -42 -30,Right Crus I,48,A11m_R,1
5,6.0,1,0.5747126436781609, 45 -36 -27,A20cv_R,48,A11m_R,1
5,6.0,1,0.46296296296296297, 42 -36 -27,A37lv_R,48,A11m_R,1
6,6.0,1,0.2824858757062147, 39 -39 -51,Right VIIIa,48,A11m_R,1
7,6.0,6,3.8461538461538463, 36 24 -9,A12/47l_R,48,A11m_R,1
7,10.0,8,14.814814814814815, 33 18 -6,vIa_R,48,A11m_R,1
7,8.0,12,20.689655172413794, 36 18 -3,dIa_R,48,A11m_R,1
7,7.0,2,2.380952380952381, 36 12 -3,dId_R,48,A11m_R,1
8,6.0,1,0.36231884057971014, 36 42 6,A9/46v_R,48,A11m_R,1
9,11.0,1,0.6211180124223602, 33 9 -3,dlPu_R,48,A11m_R,1
10,11.0,2,1.2422360248447204, 30 12 -3,dlPu_R,48,A11m_R,1
11,8.0,1,1.1363636363636365, 27 15 -3,vmPu_R,48,A11m_R,1
11,10.0,2,1.2422360248447204, 27 15 0,dlPu_R,48,A11m_R,1
12,12.0,21,6.501547987616099, 21 57 -12,A10l_R,48,A11m_R,1
12,10.0,18,5.2631578947368425, 21 48 -15,A11l_R,48,A11m_R,1
13,7.0,5,1.4619883040935673, 21 33 -12,A11l_R,48,A11m_R,1
14,7.0,1,0.9900990099009901, -21 -27 -42,Left X,48,A11m_R,1
15,6.0,6,1.875, -30 -39 -54,Left VIIIa,48,A11m_R,1
15,10.0,6,1.8987341772151898, -33 -42 -57,Left VIIIb,48,A11m_R,1
16,7.0,1,0.3125, -39 -42 -51,Left VIIIa,48,A11m_R,1
17,6.0,1,0.3194888178913738, -42 45 15,A9/46v_L,48,A11m_R,1
1,8.0,2,0.7722007722007722, 12 -39 36,A31_R,65,A1/2/3ll_L,1
1,6.0,4,1.2422360248447204, 15 -39 -60,Right VIIIb,69,A38m_L,1
2,7.0,1,0.3105590062111801, 15 -36 -54,Right VIIIb,69,A38m_L,1
2,6.0,3,3.125, 18 -36 -54,Right X,69,A38m_L,1
1,6.0,2,1.2048192771084338, 18 -36 9,cHipp_R,72,A41/42_R,1
1,6.0,1,2.1739130434782608, 12 -33 9,rTtha_R,72,A41/42_R,1
1,6.0,7,14.893617021276595, 15 -33 6,Otha_R,72,A41/42_R,1
2,6.0,1,2.1739130434782608, 9 -30 12,rTtha_R,72,A41/42_R,1
1,9.0,11,8.088235294117647, 60 0 6,A4tl_R,81,A21c_L,1
1,8.0,10,4.464285714285714, 60 3 0,TE1.0/TE1.2_R,81,A21c_L,1
1,6.0,1,0.6060606060606061, 63 3 -3,A22c_R,81,A21c_L,1
1,6.0,1,0.6024096385542169, 57 -3 6,A1/2/3tonIa_R,81,A21c_L,1
2,6.0,2,3.5714285714285716, 48 -33 -15,A20iv_R,81,A21c_L,1
2,6.0,1,0.5747126436781609, 48 -36 -15,A20cv_R,81,A21c_L,1
2,6.0,1,0.33444816053511706, 42 -33 -15,A20rv_R,81,A21c_L,1
2,6.0,3,1.3888888888888888, 48 -39 -15,A37lv_R,81,A21c_L,1
3,8.0,2,0.7936507936507936, 42 -6 63,A6cdl_R,81,A21c_L,1
4,6.0,5,1.4124293785310735, 30 -57 -60,Right VIIIa,81,A21c_L,1
5,8.0,2,0.5649717514124294, 30 -39 -48,Right VIIIa,81,A21c_L,1
5,7.0,2,2.0833333333333335, 30 -36 -48,Right X,81,A21c_L,1
6,6.0,2,0.5649717514124294, 27 -66 -63,Right VIIIa,81,A21c_L,1
7,6.0,1,0.2824858757062147, 24 -57 -51,Right VIIIa,81,A21c_L,1
7,6.0,1,0.3105590062111801, 24 -54 -51,Right VIIIb,81,A21c_L,1
8,6.0,1,0.3105590062111801, 21 -57 -54,Right VIIIb,81,A21c_L,1
9,6.0,3,0.8620689655172413, 6 -78 -51,Right VIIb,81,A21c_L,1
10,7.0,1,0.6134969325153374, -12 -6 -21,rHipp_L,81,A21c_L,1
11,9.0,21,6.017191977077364, -36 -60 -57,Left VIIb,81,A21c_L,1
11,8.0,51,15.9375, -27 -60 -60,Left VIIIa,81,A21c_L,1
12,6.0,1,0.3125, -15 -63 -60,Left VIIIa,81,A21c_L,1
13,6.0,2,3.7735849056603774, -15 -21 3,Stha_L,81,A21c_L,1
14,6.0,4,3.9603960396039604, -21 -27 -42,Left X,81,A21c_L,1
15,6.0,1,0.3125, -27 -45 -51,Left VIIIa,81,A21c_L,1
16,9.0,2,0.30120481927710846, -33 -45 -39,Left VI,81,A21c_L,1
16,11.0,2,0.20161290322580644, -36 -45 -39,Left Crus I,81,A21c_L,1
16,10.0,4,0.5215123859191656, -36 -45 -42,Left Crus II,81,A21c_L,1
16,9.0,1,0.28653295128939826, -33 -42 -42,Left VIIb,81,A21c_L,1
17,7.0,5,1.4326647564469914, -39 -45 -51,Left VIIb,81,A21c_L,1
17,7.0,5,1.5625, -36 -45 -51,Left VIIIa,81,A21c_L,1
18,6.0,1,0.10080645161290322, -45 -60 -30,Left Crus I,81,A21c_L,1
1,6.0,1,0.33444816053511706, 39 -9 -24,A20rv_R,83,A21r_L,1
2,6.0,2,1.2195121951219512, 39 0 60,A6vl_R,83,A21r_L,1
3,6.0,1,0.5952380952380952, 36 18 12,A44op_R,83,A21r_L,1
4,6.0,2,0.5847953216374269, 24 36 -9,A11l_R,83,A21r_L,1
5,8.0,5,1.4619883040935673, 21 36 -12,A11l_R,83,A21r_L,1
6,8.0,3,3.0927835051546393, 18 -3 -6,GP_R,83,A21r_L,1
