Cluster Number,Max Value,Num Voxels,Percentage of Voxel,MNI Coordinates,Region Name,ROI_Idx,ROI_name,Conectivity
6,7.0,2,2.272727272727273, 15 0 -6,vmPu_R,83,A21r_L,1
7,8.0,4,1.941747572815534, 18 27 3,dCa_R,83,A21r_L,1
8,8.0,11,11.702127659574469, 12 21 0,vCa_R,83,A21r_L,1
8,8.0,4,3.2, 9 21 -3,NAC_R,83,A21r_L,1
8,7.0,1,0.4854368932038835, 12 24 3,dCa_R,83,A21r_L,1
9,8.0,13,5.579399141630901, 9 6 54,A8m_R,83,A21r_L,1
9,7.0,8,3.9800995024875623, 3 0 60,A6m_R,83,A21r_L,1
10,7.0,1,1.694915254237288, 6 -6 -3,mPMtha_R,83,A21r_L,1
11,7.0,2,3.389830508474576, 3 -9 -6,mPMtha_R,83,A21r_L,1
12,6.0,2,1.8181818181818181, -3 -9 -6,lPFtha_L,83,A21r_L,1
13,7.0,2,0.9615384615384616, -3 18 -3,A32sg_L,83,A21r_L,1
14,8.0,4,7.6923076923076925, -21 -6 -15,mAmyg_L,83,A21r_L,1
14,11.0,1,3.5714285714285716, -21 -6 -12,lAmyg_L,83,A21r_L,1
14,6.0,4,2.4539877300613497, -21 -12 -15,rHipp_L,83,A21r_L,1
14,7.0,4,4.166666666666667, -18 -6 -6,GP_L,83,A21r_L,1
14,12.0,3,3.061224489795918, -21 -6 -9,NAC_L,83,A21r_L,1
15,7.0,4,2.5316455696202533, -18 -3 24,dCa_L,83,A21r_L,1
16,8.0,4,1.4705882352941178, -21 9 -18,A13_L,83,A21r_L,1
17,7.0,10,9.70873786407767, -21 15 -3,vmPu_L,83,A21r_L,1
18,6.0,2,0.6329113924050633, -24 -39 -57,Left VIIIb,83,A21r_L,1
19,6.0,4,1.4705882352941178, -24 6 -18,A13_L,83,A21r_L,1
19,6.0,2,3.8461538461538463, -24 3 -18,mAmyg_L,83,A21r_L,1
20,6.0,1,1.0204081632653061, -24 9 -12,NAC_L,83,A21r_L,1
21,8.0,1,1.0416666666666667, -24 9 12,GP_L,83,A21r_L,1
22,6.0,1,0.3125, -30 -36 -51,Left VIIIa,83,A21r_L,1
23,8.0,1,0.3663003663003663, -36 -6 -30,A20rv_L,83,A21r_L,1
1,8.0,4,1.7857142857142858, 24 9 -18,A13_R,84,A21r_R,1
2,7.0,3,3.409090909090909, 24 18 0,vmPu_R,84,A21r_R,1
3,7.0,3,0.8771929824561403, 24 36 -12,A11l_R,84,A21r_R,1
4,9.0,2,0.970873786407767, 18 27 3,dCa_R,84,A21r_R,1
5,6.0,1,1.0416666666666667, 15 -33 -51,Right X,84,A21r_R,1
6,7.0,1,0.31545741324921134, 15 -27 -24,Right I-IV,84,A21r_R,1
7,7.0,2,2.0618556701030926, 15 -3 -6,GP_R,84,A21r_R,1
8,6.0,2,0.6211180124223602, 12 -36 -54,Right VIIIb,84,A21r_R,1
9,6.0,8,3.4334763948497855, 9 6 57,A8m_R,84,A21r_R,1
10,6.0,1,0.9090909090909091, -3 -9 -6,lPFtha_L,84,A21r_R,1
11,6.0,1,1.0204081632653061, -21 12 -12,NAC_L,84,A21r_R,1
12,6.0,4,3.883495145631068, -24 15 -6,vmPu_L,84,A21r_R,1
13,6.0,5,1.4326647564469914, -36 -57 -54,Left VIIb,84,A21r_R,1
13,6.0,1,0.3125, -33 -54 -48,Left VIIIa,84,A21r_R,1
14,6.0,1,0.28653295128939826, -36 -60 -57,Left VIIb,84,A21r_R,1
1,6.0,1,1.4285714285714286, 9 -27 6,PPtha_R,86,A37dl_R,1
1,7.0,1,2.127659574468085, 9 -30 6,Otha_R,86,A37dl_R,1
1,7.0,1,0.2824858757062147, 30 -39 -48,Right VIIIa,87,aSTS_L,1
1,7.0,4,1.2422360248447204, 30 -39 -51,Right VIIIb,87,aSTS_L,1
1,6.0,2,2.0833333333333335, 30 -36 -48,Right X,87,aSTS_L,1
2,6.0,2,0.2607561929595828, -12 -72 -36,Left Crus II,87,aSTS_L,1
3,7.0,4,1.25, -30 -42 -48,Left VIIIa,87,aSTS_L,1
3,6.0,2,0.6329113924050633, -24 -39 -48,Left VIIIb,87,aSTS_L,1
4,6.0,1,0.5813953488372093, -33 -39 -3,cHipp_L,87,aSTS_L,1
5,7.0,3,1.744186046511628, -33 -33 -6,cHipp_L,87,aSTS_L,1
6,6.0,3,0.8595988538681948, -36 -57 -54,Left VIIb,87,aSTS_L,1
7,6.0,2,1.1627906976744187, -36 -33 -9,cHipp_L,87,aSTS_L,1
8,6.0,1,0.28653295128939826, -39 -60 -51,Left VIIb,87,aSTS_L,1
9,6.0,2,0.5730659025787965, -39 -45 -48,Left VIIb,87,aSTS_L,1
1,6.0,1,0.6802721088435374, 30 -48 42,A7ip_R,88,aSTS_R,1
2,6.0,1,1.0309278350515463, 15 -3 -6,GP_R,88,aSTS_R,1
3,6.0,2,4.3478260869565215, 3 0 3,rTtha_R,88,aSTS_R,1
4,6.0,1,0.15060240963855423, -6 -78 -24,Left VI,88,aSTS_R,1
5,6.0,1,0.3125, -30 -39 -45,Left VIIIa,88,aSTS_R,1
5,8.0,9,2.848101265822785, -24 -42 -51,Left VIIIb,88,aSTS_R,1
5,9.0,5,4.9504950495049505, -21 -36 -48,Left X,88,aSTS_R,1
1,6.0,2,0.30120481927710846, -36 -39 -33,Left VI,89,A20iv_L,1
1,6.0,2,0.20161290322580644, -42 -39 -36,Left Crus I,89,A20iv_L,1
1,6.0,4,0.3827751196172249, 36 -78 -36,Right Crus I,92,A37elv_R,1
1,6.0,2,0.2751031636863824, 36 -78 -39,Right Crus II,92,A37elv_R,1
2,6.0,2,0.970873786407767, 15 24 3,dCa_R,92,A37elv_R,1
1,6.0,2,0.30120481927710846, -39 -36 -36,Left VI,95,A20il_L,1
1,6.0,1,0.10080645161290322, -42 -39 -36,Left Crus I,95,A20il_L,1
1,14.0,3,0.45180722891566266, -42 -36 -36,Left VI,101,A20cv_L,1
1,13.0,6,0.6048387096774194, -42 -39 -36,Left Crus I,101,A20cv_L,1
1,6.0,2,1.1494252873563218, 57 -45 -27,A20cv_R,102,A20cv_R,1
1,8.0,14,1.3397129186602872, 54 -48 -33,Right Crus I,102,A20cv_R,1
1,6.0,3,0.28708133971291866, 51 -69 -39,Right Crus I,107,A37lv_L,1
2,6.0,1,0.09569377990430622, 51 -72 -36,Right Crus I,107,A37lv_L,1
3,8.0,4,4.25531914893617, 12 24 0,vCa_R,107,A37lv_L,1
3,7.0,9,4.368932038834951, 18 24 3,dCa_R,107,A37lv_L,1
4,7.0,1,0.31545741324921134, 3 -45 -30,Right I-IV,107,A37lv_L,1
4,6.0,1,3.225806451612903, 0 -45 -30,Vermis X,107,A37lv_L,1
5,6.0,1,0.1303780964797914, -24 -78 -42,Left Crus II,107,A37lv_L,1
6,6.0,1,0.1303780964797914, -27 -75 -42,Left Crus II,107,A37lv_L,1
7,6.0,1,0.1303780964797914, -30 -72 -42,Left Crus II,107,A37lv_L,1
8,6.0,1,0.5813953488372093, -33 -33 -6,cHipp_L,107,A37lv_L,1
9,6.0,1,0.3663003663003663, -36 -36 -12,A20rv_L,107,A37lv_L,1
9,14.0,6,3.488372093023256, -39 -33 -12,cHipp_L,107,A37lv_L,1
10,11.0,1,1.0869565217391304, -45 -30 -15,A20iv_L,107,A37lv_L,1
10,12.0,2,0.7326007326007326, -42 -30 -15,A20rv_L,107,A37lv_L,1
10,8.0,16,6.504065040650406, -39 -36 -18,A37lv_L,107,A37lv_L,1
1,6.0,2,0.2751031636863824, 45 -78 -45,Right Crus II,108,A37lv_R,1
2,7.0,14,1.9257221458046767, 36 -84 -42,Right Crus II,108,A37lv_R,1
3,6.0,2,0.2751031636863824, 27 -75 -39,Right Crus II,108,A37lv_R,1
4,6.0,3,3.1914893617021276, 12 24 0,vCa_R,108,A37lv_R,1
4,10.0,12,5.825242718446602, 18 24 3,dCa_R,108,A37lv_R,1
5,6.0,5,1.7857142857142858, 9 63 27,A9l_R,108,A37lv_R,1
5,8.0,5,2.0242914979757085, 9 66 21,A10m_R,108,A37lv_R,1
6,7.0,2,4.3478260869565215, 3 -6 -3,rTtha_R,108,A37lv_R,1
7,7.0,2,1.9801980198019802, -18 -27 -45,Left X,108,A37lv_R,1
8,6.0,3,1.8987341772151898, -18 12 18,dCa_L,108,A37lv_R,1
9,7.0,1,0.6329113924050633, -18 18 15,dCa_L,108,A37lv_R,1
10,6.0,5,0.5040322580645161, -33 -81 -36,Left Crus I,108,A37lv_R,1
10,6.0,12,1.5645371577574967, -36 -81 -39,Left Crus II,108,A37lv_R,1
11,6.0,1,0.1303780964797914, -27 -90 -42,Left Crus II,108,A37lv_R,1
1,6.0,1,0.6329113924050633, -15 0 24,dCa_L,110,A35/36r_R,1
2,7.0,2,1.2658227848101267, -18 -6 27,dCa_L,110,A35/36r_R,1
1,7.0,4,1.941747572815534, 18 27 3,dCa_R,113,TL_L,1
2,6.0,5,2.1459227467811157, -27 48 3,A46_L,113,TL_L,1
1,6.0,6,1.8633540372670807, 27 -39 -54,Right VIIIb,121,rpSTS_L,1
1,8.0,2,2.0833333333333335, 27 -36 -48,Right X,121,rpSTS_L,1
2,6.0,1,0.4484304932735426, 24 -69 51,lsOccG_R,121,rpSTS_L,1
3,7.0,1,1.7857142857142858, -3 -15 9,mPFtha_L,121,rpSTS_L,1
3,6.0,7,12.280701754385966, 3 -12 6,mPFtha_R,121,rpSTS_L,1
3,9.0,3,4.6875, -3 -12 9,rTtha_L,121,rpSTS_L,1
3,11.0,6,13.043478260869565, 0 -12 9,rTtha_R,121,rpSTS_L,1
3,7.0,2,4.25531914893617, 6 -12 12,Otha_R,121,rpSTS_L,1
3,10.0,2,3.9215686274509802, 3 -12 12,cTtha_R,121,rpSTS_L,1
3,6.0,1,1.3888888888888888, 9 -12 9,lPFtha_R,121,rpSTS_L,1
4,7.0,3,5.2631578947368425, 6 -24 6,mPFtha_R,121,rpSTS_L,1
4,6.0,1,2.127659574468085, 6 -27 6,Otha_R,121,rpSTS_L,1
5,7.0,1,1.7543859649122806, 6 -6 6,mPFtha_R,121,rpSTS_L,1
6,6.0,1,2.1739130434782608, 0 -6 6,rTtha_R,121,rpSTS_L,1
7,7.0,3,0.3024193548387097, -21 -75 -30,Left Crus I,121,rpSTS_L,1
8,6.0,1,0.9900990099009901, -24 -36 -48,Left X,121,rpSTS_L,1
9,9.0,2,0.6329113924050633, -27 -39 -51,Left VIIIb,121,rpSTS_L,1
10,8.0,2,0.625, -30 -66 -63,Left VIIIa,121,rpSTS_L,1
11,6.0,1,0.1303780964797914, -30 -57 -39,Left Crus II,121,rpSTS_L,1
11,6.0,1,0.28653295128939826, -30 -57 -42,Left VIIb,121,rpSTS_L,1
12,6.0,1,0.15060240963855423, -33 -48 -39,Left VI,121,rpSTS_L,1
12,6.0,6,0.6048387096774194, -33 -54 -39,Left Crus I,121,rpSTS_L,1
12,6.0,7,0.9126466753585397, -36 -54 -42,Left Crus II,121,rpSTS_L,1
12,6.0,1,0.28653295128939826, -36 -48 -45,Left VIIb,121,rpSTS_L,1
12,6.0,2,0.625, -33 -48 -45,Left VIIIa,121,rpSTS_L,1
13,7.0,1,0.1303780964797914, -45 -60 -60,Left Crus II,121,rpSTS_L,1
1,6.0,1,1.36986301369863, -9 -36 3,Otha_L,122,rpSTS_R,1
2,7.0,1,1.5384615384615385, -9 -33 6,cTtha_L,122,rpSTS_R,1
1,6.0,1,0.8, -48 -6 -30,A20il_L,126,A7r_R,1
1,7.0,2,1.2048192771084338, 24 -39 6,cHipp_R,129,A5l_L,1
2,10.0,2,2.5, 15 -48 9,A23v_R,129,A5l_L,1
1,6.0,28,10.81081081081081, -12 -60 18,dmPOS_L,142,A40c_R,1
1,6.0,1,0.42016806722689076, -9 -60 24,A31_L,142,A40c_R,1
1,6.0,12,11.881188118811881, -9 -51 9,A23v_L,142,A40c_R,1
2,6.0,1,0.9900990099009901, -12 -45 3,A23v_L,142,A40c_R,1
1,6.0,18,5.405405405405405, 54 -42 39,A40c_R,151,dmPOS_L,1
2,6.0,2,1.9801980198019802, 0 -36 54,A1/2/3ll_L,151,dmPOS_L,1
2,6.0,4,2.9411764705882355, 3 -36 51,A1/2/3ll_R,151,dmPOS_L,1
2,6.0,2,1.092896174863388, 3 -39 51,A5m_R,151,dmPOS_L,1
3,6.0,1,0.3257328990228013, -51 -45 48,A40rd_L,151,dmPOS_L,1
3,6.0,2,0.6309148264984227, -54 -45 45,A40c_L,151,dmPOS_L,1
1,6.0,7,2.2151898734177213, 42 -48 48,A40rd_R,153,A31_L,1
1,6.0,63,18.91891891891892, 51 -45 42,A40c_R,153,A31_L,1
1,6.0,1,0.2604166666666667, 54 -36 39,A40rv_R,153,A31_L,1
2,6.0,4,2.7210884353741496, 30 -54 42,A7ip_R,153,A31_L,1
2,6.0,3,1.0869565217391304, 33 -54 39,A39rd_R,153,A31_L,1
3,6.0,8,4.2105263157894735, 18 -90 6,cCunG_R,153,A31_L,1
3,6.0,1,0.3389830508474576, 21 -93 9,OPC_R,153,A31_L,1
4,6.0,1,0.7352941176470589, 15 -39 57,A1/2/3ll_R,153,A31_L,1
5,6.0,3,2.18978102189781, -12 -69 45,A7c_L,153,A31_L,1
5,6.0,3,1.1583011583011582, -15 -69 42,dmPOS_L,153,A31_L,1
6,6.0,1,0.42016806722689076, -12 -42 39,A31_L,153,A31_L,1
7,6.0,1,0.7299270072992701, -27 -63 45,A7c_L,153,A31_L,1
8,6.0,6,4.37956204379562, -36 -48 48,A5l_L,153,A31_L,1
8,6.0,2,0.8064516129032258, -39 -51 48,A39rd_L,153,A31_L,1
8,6.0,2,0.6514657980456026, -42 -45 48,A40rd_L,153,A31_L,1
9,6.0,4,1.3029315960912051, -51 -45 48,A40rd_L,153,A31_L,1
9,6.0,2,0.6309148264984227, -51 -45 45,A40c_L,153,A31_L,1
1,6.0,1,2.1739130434782608, 9 -27 15,rTtha_R,157,A1/2/3tonIa_L,1
2,6.0,1,1.5384615384615385, -18 -24 18,cTtha_L,157,A1/2/3tonIa_L,1
1,8.0,1,2.1739130434782608, 9 -27 15,rTtha_R,172,dIg_R,1
1,6.0,1,0.3003003003003003, 48 -42 48,A40c_R,175,A23d_L,1
2,6.0,1,0.7692307692307693, 15 -30 60,A4t_R,175,A23d_L,1
1,6.0,8,5.063291139240507, -15 9 21,dCa_L,177,A24rv_L,1
1,7.0,2,1.4705882352941178, -6 18 3,vCa_L,178,A24rv_R,1
2,6.0,1,0.7352941176470589, -12 21 6,vCa_L,178,A24rv_R,1
3,7.0,1,0.6329113924050633, -18 15 18,dCa_L,178,A24rv_R,1
1,6.0,1,0.4219409282700422, 33 -78 9,mOccG_R,179,A32p_L,1
2,6.0,1,0.3389830508474576, 24 -93 -3,OPC_R,179,A32p_L,1
3,6.0,1,0.6329113924050633, -18 15 18,dCa_L,179,A32p_L,1
4,7.0,9,3.202846975088968, -24 -96 -3,OPC_L,179,A32p_L,1
5,7.0,2,0.847457627118644, -24 -93 12,mOccG_L,179,A32p_L,1
1,6.0,4,2.5316455696202533, -18 12 18,dCa_L,180,A32p_R,1
1,6.0,17,5.105105105105105, 66 -45 24,A40c_R,181,A23v_L,1
1,6.0,2,0.4975124378109453, 63 -42 21,A39rv_R,181,A23v_L,1
2,6.0,2,0.6006006006006006, 51 -42 42,A40c_R,181,A23v_L,1
3,6.0,4,1.2658227848101267, 42 -48 45,A40rd_R,181,A23v_L,1
3,6.0,6,1.8018018018018018, 45 -48 45,A40c_R,181,A23v_L,1
4,6.0,2,0.19138755980861244, 48 -42 -36,Right Crus I,181,A23v_L,1
5,6.0,8,1.1004126547455295, 30 -63 -42,Right Crus II,181,A23v_L,1
5,6.0,3,0.8620689655172413, 27 -63 -45,Right VIIb,181,A23v_L,1
5,7.0,3,0.847457627118644, 27 -60 -45,Right VIIIa,181,A23v_L,1
6,6.0,4,0.6024096385542169, -6 -69 -24,Left VI,181,A23v_L,1
7,6.0,1,0.3125, -24 -66 -63,Left VIIIa,181,A23v_L,1
1,6.0,6,1.8018018018018018, 66 -45 24,A40c_R,182,A23v_R,1
2,6.0,2,0.6006006006006006, 51 -42 48,A40c_R,182,A23v_R,1
3,6.0,1,0.2604166666666667, 51 -33 30,A40rv_R,182,A23v_R,1
4,6.0,2,0.6329113924050633, 42 -45 45,A40rd_R,182,A23v_R,1
4,6.0,4,1.2012012012012012, 45 -45 48,A40c_R,182,A23v_R,1
5,6.0,1,0.5952380952380952, 39 15 12,A44op_R,182,A23v_R,1
6,6.0,2,0.2751031636863824, 27 -63 -42,Right Crus II,182,A23v_R,1
6,6.0,3,0.8620689655172413, 27 -63 -45,Right VIIb,182,A23v_R,1
6,6.0,4,1.1299435028248588, 27 -60 -48,Right VIIIa,182,A23v_R,1
7,6.0,1,0.6802721088435374, 21 -54 51,A7ip_R,182,A23v_R,1
1,6.0,1,0.5154639175257731, -24 -3 48,A6vl_L,185,A23c_L,1
1,7.0,1,2.127659574468085, 18 -33 9,Otha_R,186,A23c_R,1
1,8.0,5,1.597444089456869, -27 -81 15,A39c_L,187,A32sg_L,1
1,8.0,2,1.0638297872340425, -21 -84 18,msOccG_L,187,A32sg_L,1
1,8.0,6,3.5714285714285716, -24 -84 15,lsOccG_L,187,A32sg_L,1
1,6.0,1,0.6329113924050633, -18 24 9,dCa_L,188,A32sg_R,1
1,6.0,3,0.4126547455295736, 36 -54 -42,Right Crus II,197,vmPOS_L,1
1,6.0,4,1.1494252873563218, 39 -54 -48,Right VIIb,197,vmPOS_L,1
2,6.0,6,1.9169329073482428, -30 -81 24,A39c_L,197,vmPOS_L,1
3,6.0,1,0.10080645161290322, -39 -69 -30,Left Crus I,197,vmPOS_L,1
1,6.0,1,0.09569377990430622, 45 -69 -27,Right Crus I,198,vmPOS_R,1
2,6.0,1,0.1375515818431912, 39 -54 -45,Right Crus II,198,vmPOS_R,1
2,6.0,1,0.28735632183908044, 36 -54 -45,Right VIIb,198,vmPOS_R,1
3,6.0,2,1.3605442176870748, 24 -54 51,A7ip_R,198,vmPOS_R,1
4,6.0,1,0.7142857142857143, -3 -81 -18,Vermis VI,198,vmPOS_R,1
5,6.0,15,2.2590361445783134, -9 -72 -24,Left VI,198,vmPOS_R,1
6,6.0,4,1.4234875444839858, -18 -96 0,OPC_L,198,vmPOS_R,1
7,6.0,1,0.15060240963855423, -18 -66 -21,Left VI,198,vmPOS_R,1
8,6.0,1,0.15060240963855423, -18 -63 -24,Left VI,198,vmPOS_R,1
9,6.0,1,0.15060240963855423, -21 -72 -21,Left VI,198,vmPOS_R,1
10,6.0,1,0.15060240963855423, -24 -72 -24,Left VI,198,vmPOS_R,1
10,6.0,1,0.10080645161290322, -24 -75 -24,Left Crus I,198,vmPOS_R,1
1,7.0,1,0.8, 6 21 0,NAC_R,226,vmPu_R,1
2,7.0,2,0.847457627118644, -30 -96 15,mOccG_L,226,vmPu_R,1
3,6.0,1,0.423728813559322, -33 -96 6,mOccG_L,226,vmPu_R,1
4,6.0,1,0.423728813559322, -33 -93 15,mOccG_L,226,vmPu_R,1
5,6.0,13,5.508474576271187, -36 -93 3,mOccG_L,226,vmPu_R,1
5,6.0,3,1.0135135135135136, -39 -93 -3,iOccG_L,226,vmPu_R,1
1,6.0,10,6.0606060606060606, 66 -33 12,A22c_R,242,Otha_R,1
1,6.0,1,1.2987012987012987, 63 -33 15,cpSTS_R,242,Otha_R,1
1,6.0,1,0.2604166666666667, 60 -33 18,A40rv_R,242,Otha_R,1
2,6.0,5,3.0303030303030303, 66 -21 0,A22c_R,242,Otha_R,1
2,6.0,5,4.098360655737705, 63 -21 0,A22r_R,242,Otha_R,1
2,6.0,4,1.1695906432748537, 66 -21 -3,aSTS_R,242,Otha_R,1
3,6.0,1,0.4291845493562232, 63 -60 12,A37dl_R,242,Otha_R,1
4,6.0,1,0.4291845493562232, 60 -63 9,A37dl_R,242,Otha_R,1
5,6.0,1,0.31645569620253167, 60 -30 51,A40rd_R,242,Otha_R,1
6,6.0,54,52.94117647058823, 51 -24 9,A41/42_R,242,Otha_R,1
6,6.0,21,9.375, 48 -18 9,TE1.0/TE1.2_R,242,Otha_R,1
6,10.0,71,18.489583333333332, 48 -24 15,A40rv_R,242,Otha_R,1
6,6.0,32,19.27710843373494, 51 -12 12,A1/2/3tonIa_R,242,Otha_R,1
6,9.0,30,38.96103896103896, 36 -21 12,G_R,242,Otha_R,1
6,9.0,11,14.864864864864865, 39 -12 12,dIg_R,242,Otha_R,1
7,6.0,1,0.4291845493562232, 57 -57 0,A37dl_R,242,Otha_R,1
8,6.0,2,2.5974025974025974, 54 -45 9,cpSTS_R,242,Otha_R,1
8,6.0,13,3.2338308457711444, 54 -48 12,A39rv_R,242,Otha_R,1
9,7.0,1,0.5714285714285714, 33 -24 60,A4ul_R,242,Otha_R,1
9,8.0,33,35.483870967741936, 39 -42 60,A5l_R,242,Otha_R,1
9,8.0,34,27.868852459016395, 30 -42 63,A7pc_R,242,Otha_R,1
9,6.0,51,16.139240506329113, 48 -33 51,A40rd_R,242,Otha_R,1
9,6.0,6,2.247191011235955, 36 -30 63,A1/2/3ulhf_R,242,Otha_R,1
9,10.0,71,33.333333333333336, 42 -33 54,A2_R,242,Otha_R,1
9,9.0,43,23.497267759562842, 27 -36 60,A1/2/3tru_R,242,Otha_R,1
10,6.0,1,1.0, 51 -33 3,rpSTS_R,242,Otha_R,1
11,7.0,1,0.5714285714285714, 30 -24 57,A4ul_R,242,Otha_R,1
12,8.0,10,9.900990099009901, -6 -33 51,A1/2/3ll_L,242,Otha_R,1
12,9.0,7,5.147058823529412, 6 -33 51,A1/2/3ll_R,242,Otha_R,1
12,8.0,35,21.875, 0 -27 51,A4ll_L,242,Otha_R,1
12,6.0,15,9.67741935483871, 6 -27 54,A4ll_R,242,Otha_R,1
12,6.0,5,2.8735632183908044, -3 -27 45,A23c_L,242,Otha_R,1
13,7.0,1,0.44642857142857145, 0 42 39,A9m_L,242,Otha_R,1
13,7.0,1,0.4149377593360996, 0 39 39,A9m_R,242,Otha_R,1
14,7.0,1,0.9900990099009901, -6 -36 54,A1/2/3ll_L,242,Otha_R,1
15,6.0,1,0.9900990099009901, -9 -39 54,A1/2/3ll_L,242,Otha_R,1
16,7.0,1,1.2195121951219512, -9 -27 72,A4t_L,242,Otha_R,1
17,6.0,44,22.22222222222222, -24 -27 57,A4ul_L,242,Otha_R,1
17,7.0,5,3.125, -24 -39 57,A7pc_L,242,Otha_R,1
17,6.0,11,3.583061889250814, -48 -39 48,A40rd_L,242,Otha_R,1
17,7.0,15,5.415162454873646, -39 -30 51,A1/2/3ulhf_L,242,Otha_R,1
17,9.0,55,25.943396226415093, -42 -36 51,A2_L,242,Otha_R,1
17,8.0,59,29.7979797979798, -21 -33 60,A1/2/3tru_L,242,Otha_R,1
18,6.0,37,27.00729927007299, -45 -33 9,A41/42_L,242,Otha_R,1
18,9.0,25,10.460251046025105, -39 -27 12,TE1.0/TE1.2_L,242,Otha_R,1
18,6.0,18,5.438066465256798, -45 -30 15,A40rv_L,242,Otha_R,1
18,8.0,8,4.444444444444445, -42 -18 12,A1/2/3tonIa_L,242,Otha_R,1
18,8.0,44,43.13725490196079, -36 -24 9,G_L,242,Otha_R,1
18,6.0,3,3.4482758620689653, -36 -15 15,dIg_L,242,Otha_R,1
19,6.0,1,0.7299270072992701, -33 -36 15,A41/42_L,242,Otha_R,1
20,6.0,1,0.7299270072992701, -60 -39 18,A41/42_L,242,Otha_R,1
20,10.0,21,11.052631578947368, -60 -48 18,A22c_L,242,Otha_R,1
20,6.0,50,25.12562814070352, -54 -63 6,A37dl_L,242,Otha_R,1
20,7.0,5,3.816793893129771, -51 -60 0,A37vl_L,242,Otha_R,1
20,8.0,24,22.22222222222222, -51 -54 15,cpSTS_L,242,Otha_R,1
20,10.0,23,7.255520504731861, -60 -54 21,A40c_L,242,Otha_R,1
20,10.0,118,25.991189427312776, -51 -60 18,A39rv_L,242,Otha_R,1
20,8.0,8,3.5714285714285716, -45 -66 9,V5/MT+_L,242,Otha_R,1
21,7.0,1,0.41841004184100417, -45 -15 0,TE1.0/TE1.2_L,242,Otha_R,1
21,6.0,4,3.9215686274509802, -39 -15 0,G_L,242,Otha_R,1
22,8.0,1,0.5263157894736842, -51 -30 3,A22c_L,242,Otha_R,1
22,6.0,6,7.228915662650603, -51 -36 3,rpSTS_L,242,Otha_R,1
23,6.0,4,2.9197080291970803, -54 -24 6,A41/42_L,242,Otha_R,1
24,6.0,1,1.2048192771084338, -57 -30 6,rpSTS_L,242,Otha_R,1
25,6.0,4,1.2084592145015105, -57 -24 18,A40rv_L,242,Otha_R,1
26,6.0,1,0.41841004184100417, -57 -9 0,TE1.0/TE1.2_L,242,Otha_R,1
27,6.0,1,0.5263157894736842, -60 -27 6,A22c_L,242,Otha_R,1
28,6.0,1,0.5263157894736842, -69 -48 12,A22c_L,242,Otha_R,1
1,8.0,3,0.9646302250803859, 21 -63 6,vmPOS_R,254,Left Crus I,1
2,6.0,1,0.3215434083601286, 18 -66 12,vmPOS_R,254,Left Crus I,1
3,6.0,2,1.5384615384615385, 12 -27 63,A4t_R,254,Left Crus I,1
4,6.0,1,0.3861003861003861, -3 -63 12,dmPOS_L,254,Left Crus I,1
4,8.0,13,5.241935483870968, 0 -72 6,rCunG_L,254,Left Crus I,1
4,8.0,22,9.865470852017937, 3 -69 9,rCunG_R,254,Left Crus I,1
4,8.0,3,1.0, -3 -66 9,vmPOS_L,254,Left Crus I,1
4,8.0,4,1.2861736334405145, 6 -66 12,vmPOS_R,254,Left Crus I,1
5,6.0,3,1.675977653631285, -15 -60 -3,rLinG_L,254,Left Crus I,1
5,6.0,1,0.3333333333333333, -15 -57 0,vmPOS_L,254,Left Crus I,1
1,6.0,1,0.4484304932735426, 6 -72 18,rCunG_R,256,Right Crus I,1
2,8.0,3,1.2096774193548387, 0 -69 9,rCunG_L,256,Right Crus I,1
2,8.0,12,5.381165919282512, 3 -69 9,rCunG_R,256,Right Crus I,1
2,8.0,3,1.0, -3 -66 9,vmPOS_L,256,Right Crus I,1
2,6.0,1,0.3215434083601286, 3 -63 12,vmPOS_R,256,Right Crus I,1
