ROI_name,Region Name,SUM of UC,SUM of OC,Inconsistency,Equal,Label
rpSTS_L,A10m_L,1,0,False,False,Single
rpSTS_L,A10m_R,1,0,False,False,Single
rpSTS_L,A11l_R,1,0,False,False,Single
rpSTS_L,A11m_L,1,0,False,False,Single
rpSTS_L,A11m_R,1,0,False,False,Single
rpSTS_L,A12/47l_R,1,0,False,False,Single
rpSTS_L,A13_R,1,0,False,False,Single
rpSTS_L,A22c_R,1,0,False,False,Single
rpSTS_L,A22r_L,1,0,False,False,Single
rpSTS_L,A22r_R,1,0,False,False,Single
rpSTS_L,A32p_L,1,0,False,False,Single
rpSTS_L,A32sg_R,1,0,False,False,Single
rpSTS_L,A38l_L,1,0,False,False,Single
rpSTS_L,A44v_L,1,0,False,False,Single
rpSTS_L,A45c_L,1,0,False,False,Single
rpSTS_L,A45r_L,1,0,False,False,Single
rpSTS_L,A9m_R,1,0,False,False,Single
rpSTS_L,aSTS_L,1,0,False,False,Single
rpSTS_L,IFS_L,1,0,False,False,Single
rpSTS_L,rpSTS_R,1,0,False,False,Single
rpSTS_L,vIa_L,1,0,False,False,Single
rpSTS_L,vIa_R,1,0,False,False,Single
rpSTS_R,A1/2/3ulhf_R,1,0,False,False,Single
rpSTS_R,A2_R,1,0,False,False,Single
rpSTS_R,cpSTS_L,1,0,False,False,Single
vmPOS_L,A12/47o_L,1,0,False,False,Single
vmPOS_L,A21c_R,1,0,False,False,Single
vmPOS_L,A37dl_R,1,0,False,False,Single
vmPOS_L,A38l_L,1,0,False,False,Single
vmPOS_L,rLinG_R,1,0,False,False,Single
vmPOS_L,TH_R,1,0,False,False,Single
vmPu_R,A1/2/3ll_R,1,0,False,False,Single
vmPu_R,A23c_R,1,0,False,False,Single
vmPu_R,A23d_L,1,0,False,False,Single
vmPu_R,A24cd_L,1,0,False,False,Single
vmPu_R,A32p_R,1,0,False,False,Single
vmPu_R,A40c_R,1,0,False,False,Single
vmPu_R,A44d_R,1,0,False,False,Single
vmPu_R,A9m_R,1,0,False,False,Single
vmPu_R,dlPu_L,1,0,False,False,Single
vmPu_R,Left IX,1,0,False,False,Single
vmPu_R,Left V,1,0,False,False,Single
vmPu_R,lPFtha_R,1,0,False,False,Single
vmPu_R,mPMtha_R,1,0,False,False,Single
vmPu_R,NAC_L,1,0,False,False,Single
vmPu_R,Stha_R,1,0,False,False,Single
vmPu_R,Vermis VI,1,0,False,False,Single
A1/2/3ll_L,A31_R,0,1,False,False,Single
A1/2/3tonIa_L,cTtha_L,0,1,False,False,Single
A1/2/3tonIa_L,rTtha_R,0,1,False,False,Single
A10m_L,iOccG_R,0,1,False,False,Single
A10m_R,A10l_R,0,1,False,False,Single
A10m_R,A12/47l_L,0,1,False,False,Single
A10m_R,A39rd_L,0,1,False,False,Single
A10m_R,A44op_L,0,1,False,False,Single
A10m_R,A5l_L,0,1,False,False,Single
A10m_R,A9/46v_L,0,1,False,False,Single
A10m_R,A9/46v_R,0,1,False,False,Single
A10m_R,dCa_L,0,1,False,False,Single
A10m_R,dCa_R,0,1,False,False,Single
A10m_R,IFS_L,0,1,False,False,Single
A10m_R,IFS_R,0,1,False,False,Single
A10m_R,iOccG_R,0,2,False,False,Single
A10m_R,Left VI,0,1,False,False,Single
A10m_R,Left VIIb,0,3,False,False,Single
A10m_R,Left VIIIa,0,1,False,False,Single
A10m_R,V5/MT+_R,0,3,False,False,Single
A10m_R,Vermis VI,0,1,False,False,Single
A11m_L,A20cl_R,0,1,False,False,Single
A11m_L,A20cv_R,0,1,False,False,Single
A11m_L,A37elv_R,0,1,False,False,Single
A11m_L,Left Crus II,0,1,False,False,Single
A11m_L,Left VIIIb,0,1,False,False,Single
A11m_R,A10l_R,0,1,False,False,Single
A11m_R,A11l_R,0,2,False,False,Single
A11m_R,A12/47l_R,0,1,False,False,Single
A11m_R,A20cl_R,0,1,False,False,Single
A11m_R,A20cv_R,0,2,False,False,Single
A11m_R,A37elv_R,0,1,False,False,Single
A11m_R,A37lv_R,0,2,False,False,Single
A11m_R,A9/46v_L,0,1,False,False,Single
A11m_R,A9/46v_R,0,1,False,False,Single
A11m_R,dIa_R,0,1,False,False,Single
A11m_R,dId_R,0,1,False,False,Single
A11m_R,dlPu_R,0,3,False,False,Single
A11m_R,Left VIIIa,0,2,False,False,Single
A11m_R,Left VIIIb,0,1,False,False,Single
A11m_R,Left X,0,1,False,False,Single
A11m_R,Right Crus I,0,3,False,False,Single
A11m_R,Right VIIIa,0,1,False,False,Single
A11m_R,vIa_R,0,1,False,False,Single
A11m_R,vmPu_R,0,1,False,False,Single
A12/47o_L,A11l_L,0,1,False,False,Single
A12/47o_L,A20rv_R,0,1,False,False,Single
A12/47o_L,A44op_R,0,1,False,False,Single
A12/47o_L,A9/46v_R,0,1,False,False,Single
A12/47o_L,dIa_R,0,1,False,False,Single
A14m_R,lsOccG_L,0,1,False,False,Single
A14m_R,msOccG_L,0,1,False,False,Single
A14m_R,msOccG_R,0,1,False,False,Single
A14m_R,Right X,0,2,False,False,Single
A20cv_L,Left Crus I,0,1,False,False,Single
A20cv_L,Left VI,0,1,False,False,Single
A20cv_R,A20cv_R,0,1,False,True,Single
A20cv_R,Right Crus I,0,1,False,False,Single
A20il_L,Left Crus I,0,1,False,False,Single
A20il_L,Left VI,0,1,False,False,Single
A20iv_L,Left Crus I,0,1,False,False,Single
A20iv_L,Left VI,0,1,False,False,Single
A21c_L,A1/2/3tonIa_R,0,1,False,False,Single
A21c_L,A20cv_R,0,1,False,False,Single
A21c_L,A20iv_R,0,1,False,False,Single
A21c_L,A20rv_R,0,1,False,False,Single
A21c_L,A22c_R,0,1,False,False,Single
A21c_L,A37lv_R,0,1,False,False,Single
A21c_L,A4tl_R,0,1,False,False,Single
A21c_L,A6cdl_R,0,1,False,False,Single
A21c_L,Left Crus I,0,2,False,False,Single
A21c_L,Left Crus II,0,1,False,False,Single
A21c_L,Left VI,0,1,False,False,Single
A21c_L,Left VIIb,0,3,False,False,Single
A21c_L,Left VIIIa,0,4,False,False,Single
A21c_L,Left X,0,1,False,False,Single
A21c_L,rHipp_L,0,1,False,False,Single
A21c_L,Right VIIb,0,1,False,False,Single
A21c_L,Right VIIIa,0,4,False,False,Single
A21c_L,Right VIIIb,0,2,False,False,Single
A21c_L,Right X,0,1,False,False,Single
A21c_L,Stha_L,0,1,False,False,Single
A21c_L,TE1.0/TE1.2_R,0,1,False,False,Single
A21r_L,A11l_R,0,2,False,False,Single
A21r_L,A13_L,0,2,False,False,Single
A21r_L,A20rv_L,0,1,False,False,Single
A21r_L,A20rv_R,0,1,False,False,Single
A21r_L,A32sg_L,0,1,False,False,Single
A21r_L,A44op_R,0,1,False,False,Single
A21r_L,A6m_R,0,1,False,False,Single
A21r_L,A6vl_R,0,1,False,False,Single
A21r_L,A8m_R,0,1,False,False,Single
A21r_L,dCa_L,0,1,False,False,Single
A21r_L,dCa_R,0,2,False,False,Single
A21r_L,GP_L,0,2,False,False,Single
A21r_L,GP_R,0,1,False,False,Single
A21r_L,lAmyg_L,0,1,False,False,Single
A21r_L,Left VIIIa,0,1,False,False,Single
A21r_L,Left VIIIb,0,1,False,False,Single
A21r_L,lPFtha_L,0,1,False,False,Single
A21r_L,mAmyg_L,0,2,False,False,Single
A21r_L,mPMtha_R,0,2,False,False,Single
A21r_L,NAC_L,0,2,False,False,Single
A21r_L,NAC_R,0,1,False,False,Single
A21r_L,rHipp_L,0,1,False,False,Single
A21r_L,vCa_R,0,1,False,False,Single
A21r_L,vmPu_L,0,1,False,False,Single
A21r_L,vmPu_R,0,1,False,False,Single
A21r_R,A11l_R,0,1,False,False,Single
A21r_R,A13_R,0,1,False,False,Single
A21r_R,A8m_R,0,1,False,False,Single
A21r_R,dCa_R,0,1,False,False,Single
A21r_R,GP_R,0,1,False,False,Single
A21r_R,Left VIIb,0,2,False,False,Single
A21r_R,Left VIIIa,0,1,False,False,Single
A21r_R,lPFtha_L,0,1,False,False,Single
A21r_R,NAC_L,0,1,False,False,Single
A21r_R,Right VIIIb,0,1,False,False,Single
A21r_R,Right X,0,1,False,False,Single
A21r_R,vmPu_L,0,1,False,False,Single
A21r_R,vmPu_R,0,1,False,False,Single
A23c_L,A6vl_L,0,1,False,False,Single
A23c_R,Otha_R,0,1,False,False,Single
A23d_L,A40c_R,0,1,False,False,Single
A23d_L,A4t_R,0,1,False,False,Single
A23v_L,A39rv_R,0,1,False,False,Single
A23v_L,A40c_R,0,3,False,False,Single
A23v_L,A40rd_R,0,1,False,False,Single
A23v_L,Left VI,0,1,False,False,Single
A23v_L,Left VIIIa,0,1,False,False,Single
A23v_L,Right Crus I,0,1,False,False,Single
A23v_L,Right Crus II,0,1,False,False,Single
A23v_L,Right VIIb,0,1,False,False,Single
A23v_L,Right VIIIa,0,1,False,False,Single
A23v_R,A40c_R,0,3,False,False,Single
A23v_R,A40rd_R,0,1,False,False,Single
A23v_R,A40rv_R,0,1,False,False,Single
A23v_R,A44op_R,0,1,False,False,Single
A23v_R,A7ip_R,0,1,False,False,Single
A23v_R,Right Crus II,0,1,False,False,Single
A23v_R,Right VIIb,0,1,False,False,Single
A23v_R,Right VIIIa,0,1,False,False,Single
A24rv_L,dCa_L,0,1,False,False,Single
A24rv_R,dCa_L,0,1,False,False,Single
A24rv_R,vCa_L,0,2,False,False,Single
A31_L,A1/2/3ll_R,0,1,False,False,Single
A31_L,A39rd_L,0,1,False,False,Single
A31_L,A39rd_R,0,1,False,False,Single
A31_L,A40c_L,0,1,False,False,Single
A31_L,A40c_R,0,1,False,False,75
A31_L,A40rd_L,0,2,False,False,Single
A31_L,A40rd_R,0,1,False,False,Single
A31_L,A40rv_R,0,1,False,False,Single
A31_L,A5l_L,0,1,False,False,Single
A31_L,A7c_L,0,2,False,False,Single
A31_L,A7ip_R,0,1,False,False,Single
A31_L,cCunG_R,0,1,False,False,Single
A31_L,dmPOS_L,0,1,False,False,Single
A31_L,OPC_R,0,1,False,False,Single
A32p_L,dCa_L,0,1,False,False,Single
A32p_L,mOccG_L,0,1,False,False,Single
A32p_L,mOccG_R,0,1,False,False,Single
A32p_L,OPC_L,0,1,False,False,Single
A32p_L,OPC_R,0,1,False,False,Single
A32p_R,dCa_L,0,1,False,False,Single
A32sg_L,A39c_L,0,1,False,False,Single
A32sg_L,lsOccG_L,0,1,False,False,Single
A32sg_L,msOccG_L,0,1,False,False,Single
A32sg_R,dCa_L,0,1,False,False,Single
A35/36r_R,dCa_L,0,2,False,False,Single
A37dl_R,Otha_R,0,1,False,False,Single
A37dl_R,PPtha_R,0,1,False,False,Single
A37elv_R,dCa_R,0,1,False,False,Single
A37elv_R,Right Crus I,0,1,False,False,Single
A37elv_R,Right Crus II,0,1,False,False,Single
A37lv_L,A20iv_L,0,1,False,False,Single
A37lv_L,A20rv_L,0,2,False,False,Single
A37lv_L,A37lv_L,0,1,False,True,Single
A37lv_L,cHipp_L,0,2,False,False,Single
A37lv_L,dCa_R,0,1,False,False,Single
A37lv_L,Left Crus II,0,3,False,False,Single
A37lv_L,Right Crus I,0,2,False,False,Single
A37lv_L,Right I-IV,0,1,False,False,Single
A37lv_L,vCa_R,0,1,False,False,Single
A37lv_L,Vermis X,0,1,False,False,Single
A37lv_R,A10m_R,0,1,False,False,Single
A37lv_R,A9l_R,0,1,False,False,Single
A37lv_R,dCa_L,0,2,False,False,Single
A37lv_R,dCa_R,0,1,False,False,Single
A37lv_R,Left Crus I,0,1,False,False,Single
A37lv_R,Left Crus II,0,2,False,False,Single
A37lv_R,Left X,0,1,False,False,Single
A37lv_R,Right Crus II,0,3,False,False,Single
A37lv_R,rTtha_R,0,1,False,False,Single
A37lv_R,vCa_R,0,1,False,False,Single
A38m_L,Right VIIIb,0,2,False,False,Single
A38m_L,Right X,0,1,False,False,Single
A40c_R,A23v_L,0,2,False,False,Single
A40c_R,dmPOS_L,0,1,False,False,76
A41/42_R,cHipp_R,0,1,False,False,Single
A41/42_R,Otha_R,0,1,False,False,77
A41/42_R,rTtha_R,0,2,False,False,Single
A5l_L,A23v_R,0,1,False,False,Single
A5l_L,cHipp_R,0,1,False,False,Single
A7r_R,A20il_L,0,1,False,False,Single
A8dl_L,A20rv_R,0,1,False,False,Single
A8dl_L,A40c_R,0,1,False,False,Single
A8dl_L,A40rd_R,0,1,False,False,Single
A8dl_L,A6cvl_R,0,1,False,False,Single
A8dl_L,Left VIIb,0,1,False,False,Single
A8dl_L,Left VIIIa,0,1,False,False,Single
A8dl_R,A40c_L,0,1,False,False,Single
A8dl_R,A40rd_L,0,1,False,False,Single
A8dl_R,A40rv_L,0,1,False,False,Single
A8dl_R,A40rv_R,0,1,False,False,Single
A8dl_R,A6cvl_R,0,1,False,False,Single
A9m_R,A5l_L,0,1,False,False,Single
aSTS_L,cHipp_L,0,3,False,False,Single
aSTS_L,Left Crus II,0,1,False,False,Single
aSTS_L,Left VIIb,0,3,False,False,Single
aSTS_L,Left VIIIa,0,1,False,False,Single
aSTS_L,Left VIIIb,0,1,False,False,Single
aSTS_L,Right VIIIa,0,1,False,False,Single
aSTS_L,Right VIIIb,0,1,False,False,Single
aSTS_L,Right X,0,1,False,False,Single
aSTS_R,A7ip_R,0,1,False,False,Single
aSTS_R,GP_R,0,1,False,False,Single
aSTS_R,Left VI,0,1,False,False,Single
aSTS_R,Left VIIIa,0,1,False,False,Single
aSTS_R,Left VIIIb,0,1,False,False,Single
aSTS_R,Left X,0,1,False,False,Single
aSTS_R,rTtha_R,0,1,False,False,Single
dIg_R,rTtha_R,0,1,False,False,Single
dmPOS_L,A1/2/3ll_L,0,1,False,False,Single
dmPOS_L,A1/2/3ll_R,0,1,False,False,Single
dmPOS_L,A40c_L,0,1,False,False,Single
dmPOS_L,A40rd_L,0,1,False,False,Single
dmPOS_L,A5m_R,0,1,False,False,Single
IFJ_R,A8dl_R,0,1,False,False,Single
Left Crus I,A4t_R,0,1,False,False,Single
Left Crus I,dmPOS_L,0,1,False,False,Single
Left Crus I,rCunG_L,0,1,False,False,Single
Left Crus I,rCunG_R,0,1,False,False,Single
Left Crus I,rLinG_L,0,1,False,False,Single
Left Crus I,vmPOS_L,0,2,False,False,Single
Left Crus I,vmPOS_R,0,3,False,False,Single
Otha_R,A1/2/3ll_L,0,3,False,False,Single
Otha_R,A1/2/3ll_R,0,1,False,False,Single
Otha_R,A1/2/3tonIa_L,0,1,False,False,Single
Otha_R,A1/2/3tonIa_R,0,1,False,False,Single
Otha_R,A1/2/3tru_L,0,1,False,False,Single
Otha_R,A1/2/3tru_R,0,1,False,False,Single
Otha_R,A1/2/3ulhf_L,0,1,False,False,Single
Otha_R,A1/2/3ulhf_R,0,1,False,False,Single
Otha_R,A2_L,0,1,False,False,Single
Otha_R,A2_R,0,1,False,False,Single
Otha_R,A22c_L,0,4,False,False,Single
Otha_R,A22c_R,0,2,False,False,Single
Otha_R,A22r_R,0,1,False,False,Single
Otha_R,A23c_L,0,1,False,False,Single
Otha_R,A37dl_L,0,1,False,False,Single
Otha_R,A37dl_R,0,3,False,False,Single
Otha_R,A37vl_L,0,1,False,False,Single
Otha_R,A39rv_L,0,1,False,False,Single
Otha_R,A39rv_R,0,1,False,False,Single
Otha_R,A40c_L,0,1,False,False,Single
Otha_R,A40rd_L,0,1,False,False,Single
Otha_R,A40rd_R,0,2,False,False,Single
Otha_R,A40rv_L,0,2,False,False,Single
Otha_R,A40rv_R,0,2,False,False,Single
Otha_R,A41/42_L,0,4,False,False,Single
Otha_R,A4ll_L,0,1,False,False,Single
Otha_R,A4ll_R,0,1,False,False,Single
Otha_R,A4t_L,0,1,False,False,Single
Otha_R,A4ul_L,0,1,False,False,Single
Otha_R,A4ul_R,0,2,False,False,Single
Otha_R,A5l_R,0,1,False,False,Single
Otha_R,A7pc_L,0,1,False,False,Single
Otha_R,A7pc_R,0,1,False,False,Single
Otha_R,A9m_L,0,1,False,False,Single
Otha_R,A9m_R,0,1,False,False,Single
Otha_R,aSTS_R,0,1,False,False,Single
Otha_R,cpSTS_L,0,1,False,False,Single
Otha_R,cpSTS_R,0,2,False,False,Single
Otha_R,dIg_L,0,1,False,False,Single
Otha_R,dIg_R,0,1,False,False,Single
Otha_R,G_L,0,2,False,False,Single
Otha_R,G_R,0,1,False,False,Single
Otha_R,rpSTS_L,0,2,False,False,78
Otha_R,rpSTS_R,0,1,False,False,Single
Otha_R,TE1.0/TE1.2_L,0,3,False,False,Single
Otha_R,TE1.0/TE1.2_R,0,1,False,False,Single
Otha_R,V5/MT+_L,0,1,False,False,Single
Right Crus I,rCunG_L,0,1,False,False,Single
Right Crus I,rCunG_R,0,2,False,False,Single
Right Crus I,vmPOS_L,0,1,False,False,Single
Right Crus I,vmPOS_R,0,1,False,False,79
rpSTS_L,cTtha_R,0,1,False,False,Single
rpSTS_L,Left Crus I,0,2,False,False,Single
rpSTS_L,Left Crus II,0,3,False,False,Single
rpSTS_L,Left VI,0,1,False,False,Single
rpSTS_L,Left VIIb,0,2,False,False,Single
rpSTS_L,Left VIIIa,0,2,False,False,Single
rpSTS_L,Left VIIIb,0,1,False,False,Single
rpSTS_L,Left X,0,1,False,False,Single
rpSTS_L,lPFtha_R,0,1,False,False,Single
rpSTS_L,lsOccG_R,0,1,False,False,Single
rpSTS_L,mPFtha_L,0,1,False,False,Single
rpSTS_L,mPFtha_R,0,3,False,False,Single
rpSTS_L,Right VIIIb,0,1,False,False,Single
rpSTS_L,Right X,0,1,False,False,Single
rpSTS_L,rTtha_L,0,1,False,False,Single
rpSTS_L,rTtha_R,0,2,False,False,Single
rpSTS_R,cTtha_L,0,1,False,False,Single
rpSTS_R,Otha_L,0,1,False,False,Single
TL_L,A46_L,0,1,False,False,Single
TL_L,dCa_R,0,1,False,False,Single
vmPOS_L,A39c_L,0,1,False,False,Single
vmPOS_L,Left Crus I,0,1,False,False,Single
vmPOS_L,Right Crus II,0,1,False,False,Single
vmPOS_L,Right VIIb,0,1,False,False,Single
vmPOS_R,A7ip_R,0,1,False,False,Single
vmPOS_R,Left Crus I,0,1,False,False,Single
vmPOS_R,Left VI,0,5,False,False,Single
vmPOS_R,OPC_L,0,1,False,False,Single
vmPOS_R,Right Crus II,0,1,False,False,Single
vmPOS_R,Right VIIb,0,1,False,False,Single
vmPOS_R,Vermis VI,0,1,False,False,Single
vmPu_R,iOccG_L,0,1,False,False,Single
vmPu_R,mOccG_L,0,4,False,False,Single
vmPu_R,NAC_R,0,1,False,False,Single
